correct,shoulder,hip,ankle
True,165.52339935302734,106.6778736114502,88.11487579345703
True,164.55587768554688,105.30971717834473,86.98074340820312
True,163.14915466308594,104.9232759475708,87.02877044677734
True,161.6519546508789,105.00792503356934,86.87416076660156
True,160.86646270751953,104.49835300445557,87.73770141601562
True,160.20191955566406,104.30811214447021,85.64287567138672
True,159.693359375,105.17363834381104,88.37477111816406
True,159.61652374267578,105.25135803222656,88.62602233886719
True,159.18582916259766,105.82322883605957,87.86429595947266
True,159.6658477783203,105.85127830505371,87.82719421386719
False,174.03194427490234,88.03439140319824,94.00978088378906
False,173.94813537597656,88.8892822265625,95.41767120361328
False,174.03356170654297,89.3739423751831,95.66149139404297
False,173.7070083618164,89.8395414352417,95.4547119140625
False,173.6927490234375,89.27870464324951,94.99665832519531
False,173.91217803955078,89.49854469299316,94.64956665039062
False,174.18999481201172,88.79553699493408,94.8236083984375
False,174.17278289794922,88.72569465637207,94.926025390625
False,173.9081268310547,88.02979278564453,94.83087921142578
False,173.40421295166016,88.44090557098389,95.1579818725586
False,172.91504669189453,88.34067916870117,94.79476928710938
False,171.57024383544922,88.57324504852295,94.83831787109375
False,169.74118041992188,89.57642459869385,95.93020629882812
False,168.06107330322266,89.90795040130615,95.862548828125
False,167.26451873779297,90.30621814727783,95.82978057861328
False,166.71728515625,90.62672519683838,96.09943389892578
False,166.6064224243164,90.3562879562378,95.1979751586914
False,166.26414489746094,90.40070533752441,95.5894546508789
False,166.30707550048828,90.83135795593262,95.86251831054688
False,166.7281036376953,90.30439186096191,94.9763412475586
False,166.9312515258789,90.12203311920166,95.73479461669922
False,167.52481842041016,90.33186054229736,96.35186004638672
False,167.48665618896484,90.20270252227783,96.12982177734375
False,167.76245880126953,90.2063455581665,95.99404907226562
False,168.7670440673828,89.43156433105469,93.77215576171875
False,169.2744598388672,89.66592025756836,94.95610809326172
False,168.77748107910156,90.09716415405273,94.98363494873047
False,168.0885238647461,90.99523448944092,95.48438262939453
False,166.68804931640625,91.48528003692627,94.3760757446289
False,165.71341705322266,91.66307640075684,91.99211883544922
False,165.76544952392578,92.43874454498291,92.72169494628906
False,165.58372497558594,94.02099418640137,93.82756042480469
False,163.96521759033203,94.93931579589844,94.19400024414062
False,166.20084381103516,95.46643447875977,94.02986145019531
False,165.9049301147461,94.7177791595459,92.79688262939453
False,166.05755615234375,94.52939319610596,92.63731384277344
False,166.19791412353516,96.48772430419922,94.87662506103516
False,166.65865325927734,97.18361568450928,96.24095153808594
False,166.57471466064453,97.23931884765625,93.6605453491211
False,166.57708740234375,97.76938819885254,93.92874145507812
False,167.0520782470703,97.23745155334473,94.72969055175781
False,166.7138442993164,95.88195037841797,95.92094421386719
False,168.1905288696289,90.8864278793335,94.40458679199219
False,168.17373657226562,91.02944660186768,94.76242065429688
False,169.31651306152344,89.83365821838379,93.99957275390625
False,168.80632781982422,88.97496032714844,94.37158203125
False,169.23025512695312,88.1880350112915,93.74224090576172
False,169.08223724365234,88.52064037322998,93.47164154052734
False,169.16913604736328,88.49851703643799,93.14502716064453
False,168.84854125976562,88.91808414459229,93.89692687988281
False,168.26947784423828,89.92833709716797,93.38707733154297
False,167.13612365722656,90.41602420806885,93.04522705078125
False,166.36366271972656,94.37758159637451,96.23438262939453
False,168.13327026367188,96.71138954162598,95.64602661132812
False,168.00029754638672,97.38539695739746,94.8446044921875
False,167.45098876953125,98.01502418518066,95.58587646484375
False,167.83475494384766,97.35007095336914,96.68453216552734
False,169.0005340576172,98.73286056518555,98.12159729003906
False,171.15448760986328,100.66193389892578,99.3779525756836
False,170.80840301513672,100.74331855773926,100.3449478149414
False,169.73577880859375,101.99296951293945,99.5650634765625
False,169.69796752929688,103.35913467407227,100.54468536376953
False,170.05371856689453,104.29227256774902,100.9511947631836
False,169.85169982910156,104.31805419921875,99.84516143798828
False,170.4303970336914,104.31096267700195,99.35662841796875
False,170.57858276367188,103.99670791625977,98.78034210205078
False,170.93002319335938,103.97115516662598,98.02891540527344
False,170.48858642578125,104.75037384033203,98.09488677978516
False,169.8095245361328,105.62804985046387,98.4970703125
False,169.3835220336914,108.38444519042969,98.54460906982422
False,169.68283081054688,109.508544921875,98.19386291503906
False,169.35286712646484,109.4126091003418,97.79022979736328
False,168.53225708007812,108.11452674865723,96.18572235107422
False,167.8570327758789,108.33599472045898,96.19525146484375
False,166.88072967529297,106.33272171020508,94.42149353027344
False,165.86107635498047,107.07036399841309,95.57820129394531
False,157.28981018066406,105.99243927001953,95.06891632080078
False,156.83914947509766,103.09241676330566,95.4293212890625
False,159.55806732177734,101.71964645385742,95.66336822509766
False,160.20425415039062,103.91182899475098,98.88420867919922
False,164.10226440429688,102.26522064208984,99.15953826904297
False,166.56244659423828,100.3614559173584,97.72774505615234
False,163.27369689941406,99.19365501403809,95.99947357177734
False,165.11568450927734,97.81627464294434,94.88194274902344
False,165.68474578857422,96.7858772277832,94.88456726074219
False,167.7862091064453,95.92966556549072,94.13080596923828
False,169.2041778564453,95.13956832885742,93.5076675415039
False,167.62250518798828,94.43495464324951,91.03343963623047
False,169.88525390625,93.59435081481934,88.8941879272461
False,169.80255889892578,92.66567516326904,89.24359893798828
False,169.19933319091797,92.17938232421875,88.24237060546875
False,170.01815032958984,90.94402980804443,90.7216567993164
False,170.40592193603516,90.77166557312012,91.65841674804688
False,170.89405822753906,90.7000904083252,91.18777465820312
False,168.99469757080078,90.8479471206665,91.68798828125
False,171.67887115478516,89.26797676086426,89.44157409667969
False,171.3522720336914,90.33589172363281,93.36238861083984
False,174.65621948242188,88.51088619232178,91.69216918945312
False,174.14421844482422,86.8792667388916,90.93782806396484
False,173.94700622558594,85.66312980651855,90.79669189453125
False,174.32134246826172,83.71763801574707,90.3902587890625
False,175.7432632446289,81.86094760894775,90.60298156738281
False,175.80340576171875,80.09987878799438,90.6266098022461
False,177.07870483398438,79.61567115783691,90.76133728027344
False,177.37235260009766,79.85366344451904,90.98597717285156
False,176.9344482421875,79.37660455703735,91.58009338378906
False,178.58953857421875,78.83236742019653,91.16494750976562
False,177.6747817993164,78.77420616149902,91.15469360351562
False,177.6267852783203,77.8798360824585,89.69786834716797
False,177.90003967285156,78.060791015625,89.7432632446289
False,177.3839111328125,78.23204278945923,90.20555114746094
False,177.4767303466797,78.53889608383179,90.4537124633789
False,176.90626525878906,81.18091297149658,92.0780029296875
False,176.1767349243164,83.22778701782227,93.15594482421875
False,175.94884490966797,82.57461166381836,90.978515625
False,174.10330963134766,83.59095096588135,91.88569641113281
False,173.08959197998047,83.58887195587158,89.40304565429688
False,173.05280303955078,83.5289626121521,91.83670043945312
False,172.94388580322266,82.61726140975952,91.31864929199219
False,174.0661849975586,84.14892864227295,94.69282531738281
False,173.6444091796875,83.10836362838745,93.2931137084961
False,173.5193634033203,82.89094114303589,92.49115753173828
False,174.53749084472656,82.8554458618164,92.5109634399414
False,174.79750061035156,82.37710285186768,91.94908142089844
False,175.26519012451172,81.69345331192017,91.78701782226562
False,175.47293090820312,81.7176308631897,92.13265991210938
False,175.77272033691406,81.62112283706665,92.53567504882812
False,176.53526306152344,81.06906604766846,92.19071197509766
False,178.25204467773438,79.37657880783081,90.93362426757812
False,179.41659545898438,78.54678440093994,89.67210388183594
False,179.91900634765625,79.43109226226807,91.35348510742188
False,179.07699584960938,78.15689086914062,90.48992919921875
False,178.99671936035156,81.12003517150879,92.58859252929688
False,179.7804412841797,78.24131202697754,90.8592529296875
False,179.1933822631836,78.07155418395996,91.3376693725586
False,179.8298110961914,79.38146591186523,92.92145538330078
False,179.82662200927734,79.5246353149414,90.84493255615234
False,179.67696380615234,77.77931499481201,88.75874328613281
False,179.61314392089844,80.00798225402832,89.7967300415039
False,176.18135833740234,86.92072296142578,22.938491821289062
False,178.30921936035156,90.05724620819092,75.44046020507812
False,179.8022918701172,91.0187635421753,82.06031036376953
False,179.54803466796875,90.21150207519531,77.34998321533203
False,177.90797424316406,92.16326999664307,70.63861083984375
False,177.33695220947266,94.03217315673828,72.02274322509766
False,177.02078247070312,94.9780330657959,78.84080505371094
False,177.40235900878906,95.78314781188965,79.993896484375
False,177.03759765625,95.69240856170654,78.27661895751953
False,176.3749542236328,95.8795280456543,78.61514282226562
False,176.28937530517578,95.72500419616699,80.46095275878906
False,176.2041778564453,96.40248107910156,81.89667510986328
False,174.7090606689453,95.90377998352051,81.65909576416016
False,167.79187774658203,96.58497619628906,83.4203872680664
False,158.89449310302734,97.07810974121094,87.39815521240234
False,154.71011352539062,97.12116622924805,87.78376770019531
False,153.50070190429688,96.92512512207031,86.93270111083984
False,151.02274322509766,96.5244255065918,85.56404876708984
False,150.47632598876953,96.6949577331543,86.57429504394531
False,150.55529022216797,96.94012641906738,87.8219985961914
False,151.1158447265625,99.01156425476074,89.07796478271484
False,151.46112060546875,99.45442962646484,89.21117401123047
False,151.6417236328125,99.55014419555664,88.04055786132812
False,151.31084442138672,99.88381004333496,90.8738021850586
False,151.67047119140625,99.8935432434082,90.48380279541016
False,151.3655548095703,99.78053665161133,91.01050567626953
False,146.79293823242188,99.92382621765137,91.0396728515625
False,142.17697143554688,97.1087818145752,87.2631607055664
False,138.00782775878906,96.84852981567383,85.75086212158203
False,135.53897857666016,96.4768123626709,88.19882202148438
False,132.9442138671875,96.03654098510742,88.68053436279297
False,126.80461120605469,94.97458076477051,88.53096771240234
False,121.87948608398438,93.03997325897217,86.60279083251953
False,117.00901794433594,90.87738609313965,84.32450103759766
False,115.62932586669922,90.33076286315918,80.86599731445312
False,112.88356018066406,89.76036930084229,79.43295288085938
False,113.00972747802734,89.35952663421631,78.7972412109375
False,112.37429809570312,89.2879581451416,84.4569320678711
False,112.48287200927734,89.36965942382812,83.27993774414062
False,114.13349151611328,89.2455415725708,84.76774597167969
False,115.57084655761719,90.92108917236328,82.90508270263672
False,121.67124938964844,91.07884693145752,85.60781860351562
False,130.31849670410156,91.41594409942627,82.81526184082031
False,136.23240661621094,91.42406368255615,85.78497314453125
False,144.59115600585938,91.22598934173584,85.10087585449219
False,148.384765625,92.63202381134033,87.18029022216797
False,152.65432739257812,93.87748050689697,83.65314483642578
False,154.50013732910156,97.04086303710938,89.35272979736328
False,158.7790985107422,94.76583957672119,83.5681381225586
False,163.23336791992188,95.05786037445068,83.02301025390625
False,164.94056701660156,95.1854019165039,85.71383666992188
False,167.78040313720703,94.1479721069336,81.02423095703125
False,169.63407135009766,94.3620958328247,83.18065643310547
False,171.44032287597656,94.4574785232544,81.30963897705078
False,172.1634750366211,95.14112186431885,83.36128997802734
False,172.19573974609375,95.46819686889648,83.15255737304688
False,172.4812774658203,98.01214694976807,85.12528228759766
False,173.3479461669922,98.15406322479248,85.48519134521484
False,172.3498306274414,98.6442174911499,85.79534149169922
False,173.42938232421875,98.6198902130127,85.93032836914062
False,174.6824188232422,98.96942901611328,86.61003112792969
False,175.3785629272461,98.33323669433594,85.95513153076172
False,176.21784210205078,96.57197952270508,84.36225128173828
False,176.33525848388672,96.50937271118164,84.94100952148438
False,175.71692657470703,96.17093849182129,82.82305908203125
False,175.55805206298828,96.84241771697998,83.43189239501953
False,176.4073257446289,97.08017063140869,85.63101196289062
False,176.12291717529297,98.7338638305664,87.66779327392578
False,174.44632720947266,97.08816242218018,84.48873138427734
False,169.69467163085938,97.2503137588501,86.61747741699219
False,167.87147521972656,96.21471977233887,87.97893524169922
False,166.55690002441406,99.37438201904297,91.41153717041016
False,168.80406188964844,102.09284019470215,97.1751480102539
False,168.9626922607422,104.8072681427002,99.57453918457031
False,168.54090118408203,101.64523887634277,94.686279296875
False,165.87489318847656,100.94965934753418,94.65995788574219
False,164.43043518066406,100.4202938079834,94.28395080566406
False,163.5860824584961,100.25533103942871,93.92852020263672
False,163.81742095947266,100.79086112976074,94.81157684326172
False,162.0342254638672,101.7283992767334,94.60027313232422
False,162.09589385986328,103.3026065826416,97.30136108398438
False,162.22486114501953,104.29037857055664,98.7967529296875
False,162.39293670654297,99.90545845031738,93.80768585205078
False,160.76630401611328,100.22735023498535,95.01390838623047
False,160.06309509277344,97.29940223693848,90.02177429199219
False,160.6306381225586,96.58611488342285,87.92243957519531
False,161.91058349609375,94.45170307159424,85.07138061523438
False,163.69144439697266,95.17645835876465,85.18013763427734
False,166.27236938476562,95.29651737213135,87.74449920654297
False,168.48188018798828,94.8583345413208,84.91041564941406
False,169.656005859375,94.89855766296387,86.4099349975586
False,169.90210723876953,95.14452075958252,88.80683135986328
False,169.95374298095703,95.32428646087646,90.93036651611328
False,170.76266479492188,93.87040519714355,89.37601470947266
False,170.03800201416016,93.85065078735352,89.02430725097656
False,167.2239532470703,94.57605266571045,89.87035369873047
False,164.85763549804688,92.54985618591309,87.12674713134766
False,161.15888214111328,91.68605899810791,86.01460266113281
False,152.971435546875,91.02758312225342,85.93716430664062
False,148.8208236694336,91.16157531738281,85.18927001953125
False,144.1697998046875,91.31367874145508,87.59990692138672
False,142.93880462646484,90.97754669189453,86.98491668701172
False,141.8009033203125,91.02167129516602,87.89360809326172
False,140.97430419921875,89.36328315734863,86.69928741455078
False,140.2315444946289,89.12609577178955,86.64935302734375
False,139.69351196289062,87.85311889648438,84.8540267944336
False,139.20008850097656,87.71689414978027,86.23295593261719
False,139.10093688964844,87.60048961639404,87.77462005615234
False,137.32858276367188,87.74270343780518,87.51687622070312
False,137.8680191040039,87.83404541015625,87.2343978881836
False,137.6756591796875,87.90800285339355,83.806884765625
False,137.9676513671875,87.95114135742188,84.8082504272461
False,141.43389892578125,88.07197761535645,84.8275146484375
False,149.5072021484375,87.83391380310059,82.42767333984375
False,155.81556701660156,88.09214496612549,81.69644927978516
False,165.2845916748047,88.44662952423096,81.24638366699219
False,169.6813507080078,88.55528545379639,80.31110382080078
False,172.41807556152344,89.19086456298828,78.13554382324219
False,174.14757537841797,89.40852546691895,78.1182632446289
False,175.46373748779297,89.273118019104,76.89624786376953
False,176.57626342773438,88.87327003479004,76.8828353881836
False,177.34481811523438,89.21217632293701,77.65775299072266
False,178.47051239013672,89.54796981811523,75.78704833984375
False,179.1127471923828,89.12080574035645,72.73602294921875
False,179.2508316040039,90.08309173583984,73.441162109375
False,178.75469207763672,90.18918228149414,78.5618896484375
False,179.09423828125,89.9508466720581,78.1158447265625
False,179.31768798828125,90.55503749847412,75.45557403564453
False,179.09933471679688,90.44497966766357,77.51431274414062
False,178.4530029296875,90.28882122039795,78.62721252441406
False,176.03028869628906,91.0129747390747,81.54269409179688
False,174.15685272216797,90.45329189300537,79.58070373535156
False,171.79269409179688,89.49160099029541,77.91813659667969
False,168.94363403320312,88.99192237854004,79.21625518798828
False,167.76737213134766,88.5560073852539,79.09951782226562
False,164.70377349853516,88.43718814849854,81.45336151123047
False,159.6480255126953,88.53384971618652,81.67049407958984
False,157.13753509521484,90.66187477111816,85.43501281738281
False,155.93707275390625,90.2966423034668,84.22110748291016
False,153.44104766845703,90.95407962799072,86.54058837890625
False,152.45804595947266,91.1600341796875,85.12593078613281
False,151.19593811035156,91.26391506195068,86.42327117919922
False,151.341552734375,91.52550983428955,87.54405212402344
False,151.19068145751953,89.13804626464844,86.30345916748047
False,151.13519287109375,89.06508922576904,82.86178588867188
False,152.29330444335938,88.84100151062012,83.60196685791016
