shoulder,hip,ankle
163.09481811523438,106.77005958557129,91.27135467529297
162.73358154296875,106.65184545516968,90.8232192993164
162.79409790039062,106.47813034057617,90.6528549194336
162.78020477294922,106.46423029899597,90.57865905761719
162.82721710205078,106.71076250076294,90.81110382080078
162.91796875,106.40980172157288,90.58558654785156
163.0558319091797,106.3721432685852,90.55032348632812
163.25653839111328,105.75337791442871,90.00729370117188
163.38279724121094,105.49875974655151,90.19042205810547
163.38228607177734,105.437251329422,90.109130859375
163.32877349853516,105.41579937934875,89.7540283203125
163.33222198486328,105.4509642124176,89.77996826171875
163.33641815185547,105.61096811294556,89.86058807373047
163.42658233642578,105.67750906944275,90.1221694946289
163.41571807861328,105.6124370098114,89.91802978515625
163.34479522705078,105.77604484558105,90.56381225585938
163.29830169677734,105.99145555496216,90.78085327148438
163.12735748291016,105.98696613311768,90.4483642578125
163.1219024658203,105.96866488456726,90.26685333251953
163.16153717041016,106.00567102432251,90.27503967285156
162.56546020507812,105.99080657958984,90.43576049804688
162.9316635131836,105.96673202514648,90.6878662109375
162.8946990966797,106.06060910224915,90.89111328125
162.62210845947266,106.11478662490845,90.82135009765625
162.46888732910156,106.2430624961853,90.93922424316406
162.5851287841797,105.8309874534607,90.5263900756836
162.47314453125,106.06512451171875,90.52253723144531
162.00020599365234,106.32976293563843,90.45780181884766
161.98873901367188,106.36410713195801,90.54999542236328
162.00289154052734,106.33392071723938,90.51396179199219
162.2648696899414,106.32745313644409,90.5972900390625
162.22908782958984,106.29378128051758,90.62646484375
162.2904815673828,105.8905861377716,90.23058319091797
162.65184020996094,105.42772340774536,90.01761627197266
162.5207748413086,105.35579705238342,89.00740051269531
162.63412475585938,105.39373421669006,89.1129150390625
162.91863250732422,105.34677481651306,89.18558502197266
162.9673614501953,105.34171605110168,89.34950256347656
162.8182601928711,105.51626658439636,89.44025421142578
162.76028442382812,105.48262906074524,89.41886138916016
162.68659210205078,104.9389238357544,88.88206481933594
162.6379623413086,105.19199776649475,89.20152282714844
162.44825744628906,105.40711283683777,89.31344604492188
162.3313980102539,105.80029344558716,89.80225372314453
162.02042388916016,105.86710047721863,89.82962799072266
161.9345703125,105.8674669265747,89.79556274414062
161.91706085205078,105.24605178833008,89.25646209716797
161.96491241455078,105.52621412277222,89.8648910522461
162.03035736083984,105.4126238822937,89.7088623046875
161.99365234375,105.50994157791138,89.62684631347656
162.1986846923828,104.90585589408875,89.33118438720703
162.2398681640625,105.02080059051514,89.48042297363281
162.2392120361328,104.81417870521545,89.21373748779297
162.22798919677734,104.71896743774414,89.58322143554688
162.09728240966797,104.86357378959656,89.52140045166016
162.35636138916016,104.36728143692017,88.83673095703125
161.89673614501953,105.28412795066833,88.51377868652344
162.0484848022461,105.2348120212555,88.62557220458984
162.13301849365234,105.14004111289978,88.57953643798828
162.21560668945312,105.39923453330994,89.17914581298828
162.45621490478516,105.59237265586853,89.39903259277344
162.34221649169922,105.76270937919617,89.6165771484375
162.51673889160156,105.5127317905426,89.1910171508789
162.55763244628906,105.61829566955566,89.37004852294922
162.66761016845703,105.57325601577759,89.17648315429688
162.6488800048828,105.71580719947815,89.27625274658203
162.55756378173828,105.68125176429749,89.34221649169922
162.57657623291016,105.68459296226501,89.43285369873047
162.55823516845703,105.98155641555786,89.85516357421875
162.70709228515625,105.8951587677002,90.00202178955078
162.76192474365234,105.84105062484741,89.86601257324219
162.85406494140625,105.8569188117981,90.0091323852539
163.18598175048828,105.63046312332153,89.72881317138672
163.24481964111328,105.69098544120789,89.80560302734375
163.1086196899414,105.62674331665039,89.67194366455078
163.11968231201172,105.64422297477722,89.48892211914062
163.11666107177734,105.67480683326721,89.66911315917969
163.07672119140625,105.61179757118225,89.6462173461914
163.41343688964844,105.68549036979675,89.77627563476562
163.0201416015625,105.8423683643341,89.77783203125
163.04976654052734,105.63889002799988,89.56072235107422
163.1578598022461,106.71056938171387,92.40686798095703
163.23470306396484,106.86908102035522,92.29364776611328
162.97086334228516,106.99762201309204,92.31719207763672
163.0176010131836,106.94411325454712,92.33197021484375
162.87147521972656,106.92355346679688,92.47337341308594
163.1201171875,107.04352378845215,92.63632202148438
162.61319732666016,106.85266780853271,92.09320068359375
162.80328369140625,106.74702215194702,92.15908813476562
162.7473602294922,106.57828521728516,91.85042572021484
163.18350982666016,107.11084651947021,92.42840576171875
162.48825073242188,106.54368948936462,91.38180541992188
163.26203155517578,106.72026586532593,91.85063171386719
163.01647186279297,106.8959288597107,92.2054443359375
162.84222412109375,107.25656175613403,92.93164825439453
162.03296661376953,107.77951431274414,93.73097229003906
162.19144439697266,107.6110634803772,92.9305191040039
162.2090606689453,107.18019771575928,92.67682647705078
163.0116424560547,106.79577398300171,92.41350555419922
163.3582000732422,106.75526189804077,92.22259521484375
162.6558609008789,106.79966640472412,91.90702819824219
163.0314483642578,106.83020162582397,92.09716796875
162.42660522460938,107.0622992515564,92.15391540527344
163.27059936523438,107.01402425765991,92.41046905517578
163.3232650756836,106.86519193649292,92.18704223632812
163.43048858642578,106.74017763137817,92.16718292236328
163.48289489746094,106.44854497909546,92.14725494384766
163.56214904785156,106.96321201324463,92.35246276855469
163.06676483154297,107.34319496154785,92.97764587402344
163.2700958251953,107.36335945129395,93.06114196777344
162.42272186279297,107.31331586837769,92.86521911621094
163.03271484375,107.27581691741943,92.06362915039062
163.0880889892578,107.23284816741943,91.95002746582031
164.01913452148438,106.7641053199768,91.29606628417969
163.79491424560547,106.82119464874268,91.27117156982422
164.40843963623047,106.24500727653503,90.8230972290039
162.78187561035156,105.45057535171509,89.3934326171875
162.69888305664062,104.88531804084778,88.83917999267578
162.64503479003906,105.17366099357605,89.20040130615234
162.45165252685547,105.39708995819092,89.31626892089844
162.3413848876953,105.7732903957367,89.78341674804688
162.01949310302734,105.84879660606384,89.81764221191406
161.9455108642578,105.84958171844482,89.78812408447266
161.92564392089844,105.22655010223389,89.24383544921875
161.9697036743164,105.50427031517029,89.845947265625
162.03457641601562,105.39192008972168,89.6924819946289
161.9966583251953,105.49502491950989,89.61560821533203
162.19788360595703,104.90174865722656,89.32817840576172
162.24054718017578,105.02313899993896,89.48410034179688
162.23892974853516,104.82370138168335,89.22672271728516
162.22509765625,104.72290849685669,89.61160278320312
162.08819580078125,104.87374067306519,89.54376220703125
162.35257720947266,104.36910390853882,88.84068298339844
161.90032958984375,105.26962494850159,88.51781463623047
162.04422760009766,105.22697615623474,88.63077545166016
162.1279296875,105.13653206825256,88.58433532714844
162.22813415527344,105.44722604751587,89.28321075439453
162.49652099609375,105.6483736038208,89.49867248535156
162.37278747558594,105.79981589317322,89.68508911132812
162.54051971435547,105.5345664024353,89.22587585449219
162.5800323486328,105.62648630142212,89.3869400024414
162.69778442382812,105.57494592666626,89.16423797607422
162.6760711669922,105.71429800987244,89.26469421386719
162.5768280029297,105.68135833740234,89.3322525024414
162.59194946289062,105.6851155757904,89.42877197265625
162.56961059570312,105.98135232925415,89.85134887695312
162.72592163085938,105.88884353637695,90.01041412353516
162.77658081054688,105.83531928062439,89.87110900878906
162.86331939697266,105.85382556915283,90.01400756835938
163.18306732177734,105.63550305366516,89.74030303955078
163.24041748046875,105.69420051574707,89.81372833251953
163.10543060302734,105.63013887405396,89.67985534667969
163.11609649658203,105.64690804481506,89.50053405761719
163.1130142211914,105.67975187301636,89.68759155273438
163.07569122314453,105.61878442764282,89.66284942626953
163.4014434814453,105.68705320358276,89.78492736816406
163.01353454589844,105.84270691871643,89.78475952148438
163.04383087158203,105.64416313171387,89.57167053222656
163.0809783935547,105.23064589500427,89.80624389648438
163.0861587524414,105.25124382972717,89.65608215332031
162.51457977294922,105.4669394493103,89.62350463867188
162.73731994628906,105.43689751625061,89.75751495361328
162.60015106201172,105.74776673316956,89.91793823242188
162.58837890625,105.69581246376038,89.37527465820312
162.5484390258789,105.89524555206299,89.54960632324219
162.8394317626953,105.73289942741394,89.4889907836914
162.9625244140625,105.74920201301575,89.27252197265625
162.966552734375,105.62171983718872,89.1790771484375
162.80514526367188,105.59361934661865,89.13677978515625
162.82382202148438,105.64105439186096,89.16649627685547
162.6396026611328,105.80978536605835,89.25630187988281
162.68984985351562,105.67621064186096,89.17786407470703
162.7376480102539,105.68174457550049,89.23539733886719
162.65837860107422,105.79868936538696,89.48118591308594
162.7404327392578,105.71839118003845,89.33638000488281
162.7448501586914,105.75626134872437,89.31420135498047
162.8517303466797,105.8288459777832,89.39885711669922
162.79718017578125,106.10425853729248,89.95370483398438
162.69550323486328,106.16161108016968,90.0983657836914
162.7309799194336,106.17837476730347,90.3899154663086
161.9639129638672,106.32116460800171,90.04576873779297
162.48733520507812,106.21024465560913,89.7091293334961
162.323486328125,106.21742057800293,89.70829772949219
162.35350036621094,106.0690815448761,89.53385925292969
162.5064239501953,105.9863851070404,89.31592559814453
162.61981964111328,105.85789823532104,89.5596923828125
162.65406036376953,105.59748482704163,89.37886047363281
162.65021514892578,105.59817147254944,89.4063491821289
163.05933380126953,105.54745650291443,89.3575210571289
162.82611846923828,105.52300333976746,89.30531311035156
162.84266662597656,105.56348276138306,89.293212890625
162.86395263671875,105.54597878456116,89.29501342773438
162.73388671875,105.80011558532715,89.61880493164062
162.77993774414062,105.73306965827942,89.76226043701172
161.91027069091797,105.76560187339783,90.06755828857422
161.7264175415039,105.63862609863281,90.84979248046875
161.5361557006836,105.22384071350098,90.7253189086914
161.77393341064453,104.5533344745636,90.41899108886719
161.34265899658203,104.34868836402893,90.34500122070312
161.17543029785156,104.2042908668518,90.23358154296875
160.46076202392578,103.85100150108337,90.1903305053711
160.83765411376953,102.4726345539093,89.23106384277344
160.6913833618164,101.8830873966217,89.14339447021484
161.08847045898438,101.43232655525208,89.26045227050781
161.68287658691406,100.15181756019592,88.8072280883789
161.65140533447266,99.19763481616974,87.99517059326172
162.85248565673828,98.10562109947205,87.60004425048828
162.93792724609375,97.13615536689758,87.10626220703125
162.86077880859375,96.03362667560577,85.38334655761719
163.22372436523438,94.88626152276993,83.9663314819336
163.45635986328125,92.7069091796875,82.10504913330078
162.9167938232422,87.44155883789062,76.19576263427734
161.6204605102539,83.91583251953125,72.42176055908203
161.4333953857422,84.22567749023438,76.20191192626953
160.4284896850586,83.7469482421875,76.3897476196289
159.91495513916016,81.71035766601562,74.8924331665039
160.4528579711914,76.63864135742188,69.38636016845703
160.6060791015625,71.1827392578125,64.13673400878906
160.60665130615234,70.49819946289062,62.96095275878906
159.75901794433594,67.16705322265625,60.64306640625
161.7349853515625,65.91217041015625,60.69170379638672
162.89823150634766,65.15512084960938,57.295982360839844
164.65487670898438,67.24630737304688,65.45803833007812
167.57767486572266,69.64035034179688,64.10627746582031
174.89847564697266,68.66543579101562,63.90399932861328
179.31365966796875,68.46795654296875,76.66804504394531
177.78821563720703,67.4985283613205,75.14212036132812
175.03662109375,66.65472340583801,70.22004699707031
173.4650115966797,67.52614068984985,68.767578125
171.71868133544922,68.49582290649414,65.90121459960938
172.139404296875,70.9331521987915,67.4680404663086
173.00032806396484,75.22861576080322,91.98416137695312
172.92035675048828,77.65487289428711,92.04278564453125
174.50067901611328,80.56241035461426,94.00922393798828
176.09784698486328,82.32496643066406,95.78347778320312
176.67575073242188,84.82695770263672,96.5532455444336
178.68994140625,89.26971435546875,97.24540710449219
178.31021881103516,92.24904441833496,98.47166442871094
178.96188354492188,94.64139175415039,99.25531005859375
178.75694274902344,95.91502380371094,101.68899536132812
179.6317367553711,96.76329231262207,95.06642150878906
179.65267944335938,95.56583213806152,87.33231353759766
179.86712646484375,94.70480346679688,77.14189147949219
178.73580932617188,94.98932456970215,71.653076171875
178.45709991455078,95.27726936340332,66.95513916015625
177.48371124267578,95.95505332946777,70.31671142578125
177.17205047607422,95.41235542297363,73.15489196777344
176.68120574951172,97.07846260070801,78.54747009277344
176.30821228027344,97.42238807678223,76.13027954101562
175.6427764892578,97.4360179901123,79.65963745117188
174.50473022460938,97.44084548950195,78.83517456054688
174.7843475341797,96.6396541595459,77.58075714111328
174.4542999267578,95.70533561706543,73.88832092285156
172.5301971435547,95.6153507232666,79.1395034790039
172.32798767089844,95.52228450775146,78.44501495361328
172.2552719116211,97.04854488372803,81.23663330078125
171.62500762939453,97.5977668762207,80.0603256225586
171.64258575439453,98.28951454162598,79.61221313476562
170.57642364501953,99.11015605926514,73.76970672607422
169.84593200683594,100.12688827514648,79.84931945800781
167.36797332763672,101.54525661468506,81.15910339355469
167.6486358642578,101.10819625854492,85.13643646240234
166.31455993652344,103.16123390197754,91.02738952636719
166.52246856689453,104.0114974975586,90.91729736328125
166.26050567626953,103.67811298370361,90.16259002685547
166.6484375,104.02551746368408,89.84723663330078
167.11984252929688,104.20424556732178,90.4211654663086
167.00312042236328,104.75999736785889,91.56389617919922
167.47921752929688,105.04755687713623,91.95854187011719
167.2245101928711,105.84247779846191,98.20309448242188
168.47039031982422,106.69400691986084,96.3690414428711
169.18099975585938,106.63503074645996,52.06425476074219
169.99858856201172,105.71939468383789,71.31385040283203
170.21175384521484,105.12112331390381,75.47257232666016
169.93537139892578,104.25149726867676,88.44742584228516
170.3586883544922,103.92446422576904,91.41889953613281
170.50299072265625,103.83212947845459,92.37513732910156
170.40106201171875,103.76846408843994,92.49834442138672
170.60828399658203,103.96814441680908,93.06725311279297
170.9146270751953,104.71472835540771,94.02196502685547
171.14059448242188,105.44555950164795,94.27465057373047
171.32349395751953,105.23091983795166,94.3366928100586
171.1520004272461,104.89186000823975,94.19121551513672
171.24453735351562,105.09174156188965,94.12483215332031
171.3172836303711,104.75203132629395,94.51580810546875
171.6747283935547,104.30856609344482,94.64659118652344
172.06124114990234,103.82877254486084,93.97117614746094
172.12388610839844,103.79008197784424,93.5209732055664
171.95511627197266,104.2841911315918,93.95226287841797
171.90631103515625,104.5305585861206,95.75651550292969
172.12284088134766,104.47534275054932,96.48944854736328
171.42091369628906,105.72219467163086,97.34204864501953
171.5600128173828,105.56572914123535,97.07554626464844
171.60894012451172,105.58405113220215,97.2566146850586
171.77430725097656,105.06600284576416,96.91502380371094
171.660888671875,105.32327270507812,97.19242095947266
171.75875091552734,105.39562702178955,97.3266372680664
171.88795471191406,105.30092430114746,97.3289794921875
172.45894622802734,104.59794807434082,96.12081146240234
172.5956039428711,103.76946258544922,94.90690612792969
173.37577056884766,103.32885646820068,94.7783203125
174.07565307617188,103.4843053817749,94.07971954345703
174.25916290283203,103.68853187561035,94.2139663696289
174.11444091796875,104.24230861663818,94.95736694335938
174.16803741455078,104.32012462615967,95.28751373291016
173.97602081298828,102.59205913543701,93.74915313720703
174.06475067138672,103.09245586395264,94.30726623535156
173.9807586669922,103.1880111694336,95.38026428222656
173.7418975830078,103.38522720336914,95.21991729736328
173.78355407714844,103.58275413513184,96.0801773071289
173.77261352539062,103.9665002822876,95.94921112060547
173.74032592773438,104.09000205993652,96.06718444824219
173.66905975341797,104.31407451629639,96.17286682128906
173.34458923339844,104.84545135498047,96.06551361083984
173.2616195678711,104.99199199676514,96.68670654296875
173.21923065185547,104.98014259338379,96.69049072265625
173.19839477539062,104.80979061126709,96.49192810058594
173.21063232421875,104.93942260742188,96.74192810058594
173.12957000732422,104.84686279296875,96.60992431640625
173.11000061035156,104.87869548797607,96.54254150390625
173.19213104248047,105.33349132537842,96.69603729248047
173.13009643554688,105.10300827026367,96.48819732666016
173.45706176757812,103.54906272888184,95.28215789794922
173.49290466308594,103.7411937713623,94.11508178710938
173.37308502197266,104.32512664794922,94.42247009277344
173.35333251953125,104.31232929229736,94.30873107910156
173.0494155883789,104.48374462127686,94.66404724121094
172.9842300415039,103.43126201629639,95.3241958618164
172.74354553222656,104.08022689819336,96.18451690673828
172.90062713623047,104.14501667022705,96.54606628417969
172.90087127685547,104.13261032104492,96.30239868164062
172.8691864013672,104.45725631713867,96.32197570800781
172.8705596923828,104.58630657196045,96.3033447265625
172.5887680053711,104.55177974700928,96.21800994873047
172.4956817626953,105.21843147277832,96.8275375366211
172.4239959716797,105.40722942352295,97.2304458618164
172.41967010498047,105.3988037109375,97.26537322998047
172.39575958251953,103.81806564331055,95.39994812011719
172.37808990478516,102.4071159362793,94.18799591064453
172.4381332397461,103.28448104858398,95.17462921142578
172.46031188964844,103.38877868652344,94.72427368164062
172.402587890625,103.86950206756592,95.24601745605469
172.3884735107422,103.92610549926758,95.03347778320312
172.44478607177734,102.75072193145752,93.79891967773438
172.42395782470703,102.62875175476074,93.22093963623047
172.6156997680664,103.9129056930542,93.84027099609375
173.08975982666016,103.25466918945312,93.12738037109375
173.0686264038086,103.76181507110596,93.69749450683594
